reviewer_id,store_name,category,store_address,latitude ,longitude,rating_count,review_time,review,rating,rating_num,true_sentiment,predicted_sentiment,emotion,cleaned_review,normalized_review
11538,McDonald's,Fast food restaurant,"1121 Garnet Ave, San Diego, CA 92109, United States",32.7976607,-117.2494697,"1,159",4 years ago,Food was not fresh and way more expensive than I thought.,1 star,1,Negative,Negative,neutral,food was not fresh and way more expensive than i thought,food wa not fresh and way more expens than i thought
22034,McDonald's,Fast food restaurant,"By Mandalay Bay, 3999 S Las Vegas Blvd, Las Vegas, NV 89119, United States",36.0902437,-115.1758223,"2,365",3 years ago,Good,5 stars,5,Positive,Positive,neutral,good,good
20360,McDonald's,Fast food restaurant,"2400 Alliance Gateway Fwy, Fort Worth, TX 76177, United States",32.9580411,-97.3076518,957,4 years ago,The cashier ignored me 4/2 minutes and then finally whenever I asked if they were going to take my order she rolled her eyes and took my order and then I'm not sure if they just forgot to make my order or accidentally handed it out the window but after about 20 minutes I asked where my order was and none of the employees had any idea. I had to repeat what I had ordered about three different times and then about ten minutes later I got my food. I was on a lunch break at work a my entire brake was spent being ignored and waiting on food to be remade. I will never visit this status men again.,1 star,1,Negative,Negative,surprise,the cashier ignored me minutes and then finally whenever i asked if they were going to take my order she rolled her eyes and took my order and then im not sure if they just forgot to make my order or accidentally handed it out the window but after about minutes i asked where my order was and none of the employees had any idea i had to repeat what i had ordered about three different times and then about ten minutes later i got my food i was on a lunch break at work a my entire brake was spent being ignored and waiting on food to be remade i will never visit this status men again,the cashier ignor me minut and then final whenev i ask if they were go to take my order she roll her eye and took my order and then im not sure if they just forgot to make my order or accident hand it out the window but after about minut i ask where my order wa and none of the employe had ani idea i had to repeat what i had order about three differ time and then about ten minut later i got my food i wa on a lunch break at work a my entir brake wa spent be ignor and wait on food to be remad i will never visit thi statu men again
7031,McDonald's,Fast food restaurant,"550 Lawrence Expy, Sunnyvale, CA 94086, United States",37.3854949,-121.9954211,"1,562",2 years ago,There is a horribly rude worker here.  I asked to order something and she just gave rude and sarcastic responses the entire time.  I confronted her about it at the window and she didn't seem to care.  Talked to the manager.  He said he would handle it.  Im sure he won't so I contacted corporate and gave my report.  Don't eat here.  They do not care about customer service.,1 star,1,Negative,Negative,anger,there is a horribly rude worker here i asked to order something and she just gave rude and sarcastic responses the entire time i confronted her about it at the window and she didnt seem to care talked to the manager he said he would handle it im sure he wont so i contacted corporate and gave my report dont eat here they do not care about customer service,there is a horribl rude worker here i ask to order someth and she just gave rude and sarcast respons the entir time i confront her about it at the window and she didnt seem to care talk to the manag he said he would handl it im sure he wont so i contact corpor and gave my report dont eat here they do not care about custom servic
11328,McDonald's,Fast food restaurant,"1121 Garnet Ave, San Diego, CA 92109, United States",32.7976607,-117.2494697,"1,159",8 months ago,"You might get food, you might not. You might wait 20 min, you might wait 45 min. Worst managed McDonald's of all time ï¿½ï¿½ï¿½ï¿½ï¿½ï¿",1 star,1,Negative,Negative,neutral,you might get food you might not you might wait min you might wait min worst managed mcdonalds of all time,you might get food you might not you might wait min you might wait min worst manag mcdonald of all time
21717,McDonald's,Fast food restaurant,"By Mandalay Bay, 3999 S Las Vegas Blvd, Las Vegas, NV 89119, United States",36.0902437,-115.1758223,"2,365",5 years ago,Great prices good food.,5 stars,5,Positive,Positive,joy,great prices good food,great price good food
26273,McDonald's,Fast food restaurant,"1540 2nd St, Santa Monica, CA 90405, United States",34.0122192,-118.4945396,"3,381",3 months ago,"Frequently at this location, someone is spewing toxic gases into the air, violating local laws (& humane rights; despite a security guard on site).
Cashiers are expected to be able to actually perform elementary subtraction, such as 12-7=5; (because the US doesn't mint 3 dollar bills) and I already have enough singles to stuff Magic Mike's g-string.
If this location has take out hours & dining room hours, that should be posted; on entry ways & online. Otherwise, we patrons expect to sit down, not be told the seating area is closed 30 minutes prior to closing and 20+ minutes after opening. MGMT should schedule site & employee hours accordingly.",2 stars,2,Negative,Negative,disgust,frequently at this location someone is spewing toxic gases into the air violating local laws humane rights despite a security guard on site cashiers are expected to be able to actually perform elementary subtraction such as because the us doesnt mint dollar bills and i already have enough singles to stuff magic mikes gstring if this location has take out hours dining room hours that should be posted on entry ways online otherwise we patrons expect to sit down not be told the seating area is closed minutes prior to closing and minutes after opening mgmt should schedule site employee hours accordingly,frequent at thi locat someon is spew toxic gase into the air violat local law human right despit a secur guard on site cashier are expect to be abl to actual perform elementari subtract such as becaus the us doesnt mint dollar bill and i alreadi have enough singl to stuff magic mike gstring if thi locat ha take out hour dine room hour that should be post on entri way onlin otherwis we patron expect to sit down not be told the seat area is close minut prior to close and minut after open mgmt should schedul site employe hour accordingli
6333,McDonald's,Fast food restaurant,"490 8th Ave, New York, NY 10001, United States",40.7525294,-73.9928762,"3,902",4 years ago,I arrive around 7am the place is packed with drug addicts.  However the service and food has been good and the older lady keeps the women's bathroom very clean.,3 stars,3,Neutral,Positive,sadness,i arrive around am the place is packed with drug addicts however the service and food has been good and the older lady keeps the womens bathroom very clean,i arriv around am the place is pack with drug addict howev the servic and food ha been good and the older ladi keep the women bathroom veri clean
1110,McDonald's,Fast food restaurant,"1698 US-209, Brodheadsville, PA 18322, United States",40.9220806,-75.3999187,"1,028",5 years ago,Coffee was made the way I asked. And I love Mc griddles.,4 stars,4,Positive,Positive,neutral,coffee was made the way i asked and i love mc griddles,coffe wa made the way i ask and i love mc griddl
6700,McDonald's,Fast food restaurant,"490 8th Ave, New York, NY 10001, United States",40.7525294,-73.9928762,"3,902",3 years ago,Quick service and the food was hot and tasty.,4 stars,4,Positive,Positive,joy,quick service and the food was hot and tasty,quick servic and the food wa hot and tasti
16369,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,795",2 years ago,"Just ordered two large drinks and two large fries. Both drinks taste wonky as if the syrup in the machines are off. And to top it all off, they had me pull to the side to wait on 2 (TWO) large fries.

Won't recommend this location to anyone looking for decent McDonald's food/drinks. Makes me glad I only ordered fries and drinks, I'd hate to see what else they'd wreck.",1 star,1,Negative,Negative,neutral,just ordered two large drinks and two large fries both drinks taste wonky as if the syrup in the machines are off and to top it all off they had me pull to the side to wait on two large fries wont recommend this location to anyone looking for decent mcdonalds fooddrinks makes me glad i only ordered fries and drinks id hate to see what else theyd wreck,just order two larg drink and two larg fri both drink tast wonki as if the syrup in the machin are off and to top it all off they had me pull to the side to wait on two larg fri wont recommend thi locat to anyon look for decent mcdonald fooddrink make me glad i onli order fri and drink id hate to see what els theyd wreck
1497,McDonald's,Fast food restaurant,"1698 US-209, Brodheadsville, PA 18322, United States",40.9220806,-75.3999187,"1,028",7 months ago,Good ,4 stars,4,Positive,Positive,neutral,good,good
3287,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",10 years ago,"McDonald's at a great location, and open 24/7, great especially when staying in a hotel close by.",4 stars,4,Positive,Positive,joy,mcdonalds at a great location and open great especially when staying in a hotel close by,mcdonald at a great locat and open great especi when stay in a hotel close by
5182,McDonald's,Fast food restaurant,"724 Broadway, New York, NY 10003, United States",40.7291264,-73.9932643,"1,670",4 years ago,Good ,4 stars,4,Positive,Positive,neutral,good,good
5712,McDonald's,Fast food restaurant,"5920 Balboa Ave, San Diego, CA 92111, United States",32.8206541,-117.1780115,550,4 years ago,Good ,4 stars,4,Positive,Positive,neutral,good,good
23281,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,566",4 years ago,"I ordered a caramel frappe with no whip cream. Upon getting my Carmel frappe there was whip cream. They were upset when I requested they fix my order to meet the way I ordered. When they handed it back to my husband, they had scooped out the whip cream and another quarter of the frappe. Very rude about it as well.",1 star,1,Negative,Negative,anger,i ordered a caramel frappe with no whip cream upon getting my carmel frappe there was whip cream they were upset when i requested they fix my order to meet the way i ordered when they handed it back to my husband they had scooped out the whip cream and another quarter of the frappe very rude about it as well,i order a caramel frapp with no whip cream upon get my carmel frapp there wa whip cream they were upset when i request they fix my order to meet the way i order when they hand it back to my husband they had scoop out the whip cream and anoth quarter of the frapp veri rude about it as well
17387,McDonald's,Fast food restaurant,"702-2 Haddonfield-Berlin Rd, Voorhees Township, NJ 08043, United States",39.8520594,-74.9810994,933,3 years ago,Mcdonald's advertise any size drink for a dollar.. But not hear a sweet tea cost a  1:79.. This is the only McDonald's that charges you a 1:79 for a sweet tea..!!,1 star,1,Negative,Negative,surprise,mcdonalds advertise any size drink for a dollar but not hear a sweet tea cost a this is the only mcdonalds that charges you a for a sweet tea,mcdonald advertis ani size drink for a dollar but not hear a sweet tea cost a thi is the onli mcdonald that charg you a for a sweet tea
26037,McDonald's,Fast food restaurant,"3501 Biscayne Blvd, Miami, FL 33137, United States",25.8099996,-80.1890981,"2,808",a year ago,I would never come back here I sat and drive through line for 15 minutes it did not move one car we are 10 car Lanes back ended up driving away.,1 star,1,Negative,Negative,surprise,i would never come back here i sat and drive through line for minutes it did not move one car we are car lanes back ended up driving away,i would never come back here i sat and drive through line for minut it did not move one car we are car lane back end up drive away
11763,McDonald's,Fast food restaurant,"1121 Garnet Ave, San Diego, CA 92109, United States",32.7976607,-117.2494697,"1,159",5 years ago,Horrible service!,2 stars,2,Negative,Negative,fear,horrible service,horribl servic
29570,McDonald's,Fast food restaurant,"1415 E State Rd, Fern Park, FL 32730, United States",28.6553497,-81.3426916,"1,618",4 years ago,Neutral,3 stars,3,Neutral,Negative,disgust,neutral,neutral
17680,McDonald's,Fast food restaurant,"702-2 Haddonfield-Berlin Rd, Voorhees Township, NJ 08043, United States",39.8520594,-74.9810994,933,4 years ago,Bad service,1 star,1,Negative,Negative,disgust,bad service,bad servic
19068,McDonald's,Fast food restaurant,"1100 N US Hwy 377, Roanoke, TX 76262, United States",33.0093179,-97.2229254,998,4 years ago,Poor ,2 stars,2,Negative,Negative,sadness,poor,poor
20521,McDonald's,Fast food restaurant,"2400 Alliance Gateway Fwy, Fort Worth, TX 76177, United States",32.9580411,-97.3076518,957,2 years ago,Fast friend service and our order was perfect.,5 stars,5,Positive,Positive,neutral,fast friend service and our order was perfect,fast friend servic and our order wa perfect
14986,McDonald's,Fast food restaurant,"111 Madison St, Oak Park, IL 60302, United States",41.8796564,-87.7779131,"1,454",4 years ago,Enjoy the variety of food they offer.,4 stars,4,Positive,Positive,joy,enjoy the variety of food they offer,enjoy the varieti of food they offer
29022,McDonald's,Fast food restaurant,"1415 E State Rd, Fern Park, FL 32730, United States",28.6553497,-81.3426916,"1,618",5 years ago,"As has been for the last year slow, slow service. Went inside this time, no better.",2 stars,2,Negative,Negative,neutral,as has been for the last year slow slow service went inside this time no better,as ha been for the last year slow slow servic went insid thi time no better
5347,McDonald's,Fast food restaurant,"5920 Balboa Ave, San Diego, CA 92111, United States",32.8206541,-117.1780115,550,2 years ago,"I love McDonald's. But always something wrong with my order? This time, I didn't get a cheeseburger. Only the bun with cheese!",2 stars,2,Negative,Negative,surprise,i love mcdonalds but always something wrong with my order this time i didnt get a cheeseburger only the bun with cheese,i love mcdonald but alway someth wrong with my order thi time i didnt get a cheeseburg onli the bun with chees
20123,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",5 years ago,Excellent ,5 stars,5,Positive,Positive,neutral,excellent,excel
13487,McDonald's,Fast food restaurant,"1540 2nd St, Santa Monica, CA 90405, United States",34.0122192,-118.4945396,"3,380",5 years ago,Waited over 20min for 2 coffees. The cash register issued a bad number,3 stars,3,Neutral,Negative,neutral,waited over min for coffees the cash register issued a bad number,wait over min for coffe the cash regist issu a bad number
26246,McDonald's,Fast food restaurant,"3501 Biscayne Blvd, Miami, FL 33137, United States",25.8099996,-80.1890981,"2,808",5 years ago,Too much wait at midnight. Burger had unsatisfing taste and coke had no soda,2 stars,2,Negative,Negative,neutral,too much wait at midnight burger had unsatisfing taste and coke had no soda,too much wait at midnight burger had unsatisf tast and coke had no soda
29501,McDonald's,Fast food restaurant,"1415 E State Rd, Fern Park, FL 32730, United States",28.6553497,-81.3426916,"1,618",2 years ago,Poor ,2 stars,2,Negative,Negative,sadness,poor,poor
25529,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,657",3 years ago,"McDonalds is great! It is a sure thing. You know you what to expect. Today I was surprised! A new burger caught my eye. It is a Spain inspired burger. I was hesitant about buy in it. This was new and well it could be great or ruin my lunch BUT I took a chance aaand!!! Oh my goodness!!! It was sooooooooo yummy! I mean it was so yummy that I hardly touched my delicious fries! Well, my normal favorite is the quarter pounder with cheese .... today it was that Spain inspired burger. I guess it was the cheese or the sauce(normally I don't like sauces on my burger) but I don't know if it was the combination of bacon, the different cheeses or what, but it was soooo good. Yum I will have to come back to this McDonalds. I don't think they sell this burger in just any McDonalds, I think it has to be in one of the safari themed ones. Anyway it was really good! It made my day! I was happy the rest of my meetings and sessions. Normally it would be boring but hey my tummy was cheerful and so was I.",5 stars,5,Positive,Positive,surprise,mcdonalds is great it is a sure thing you know you what to expect today i was surprised a new burger caught my eye it is a spain inspired burger i was hesitant about buy in it this was new and well it could be great or ruin my lunch but i took a chance aaand oh my goodness it was sooooooooo yummy i mean it was so yummy that i hardly touched my delicious fries well my normal favorite is the quarter pounder with cheese today it was that spain inspired burger i guess it was the cheese or the saucenormally i dont like sauces on my burger but i dont know if it was the combination of bacon the different cheeses or what but it was soooo good yum i will have to come back to this mcdonalds i dont think they sell this burger in just any mcdonalds i think it has to be in one of the safari themed ones anyway it was really good it made my day i was happy the rest of my meetings and sessions normally it would be boring but hey my tummy was cheerful and so was i,mcdonald is great it is a sure thing you know you what to expect today i wa surpris a new burger caught my eye it is a spain inspir burger i wa hesit about buy in it thi wa new and well it could be great or ruin my lunch but i took a chanc aaand oh my good it wa sooooooooo yummi i mean it wa so yummi that i hardli touch my delici fri well my normal favorit is the quarter pounder with chees today it wa that spain inspir burger i guess it wa the chees or the saucenorm i dont like sauc on my burger but i dont know if it wa the combin of bacon the differ chees or what but it wa soooo good yum i will have to come back to thi mcdonald i dont think they sell thi burger in just ani mcdonald i think it ha to be in one of the safari theme one anyway it wa realli good it made my day i wa happi the rest of my meet and session normal it would be bore but hey my tummi wa cheer and so wa i
9292,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,"3,243",4 years ago,One snotty cashier..to the next .. they need to teach friendly customer service,2 stars,2,Negative,Negative,neutral,one snotty cashierto the next they need to teach friendly customer service,one snotti cashierto the next they need to teach friendli custom servic
992,McDonald's,Fast food restaurant,"1698 US-209, Brodheadsville, PA 18322, United States",40.9220806,-75.3999187,"1,028",a year ago,"Food is always good,fresh, and fast .",5 stars,5,Positive,Positive,joy,food is always goodfresh and fast,food is alway goodfresh and fast
33168,McDonald's,Fast food restaurant,"3501 Biscayne Blvd, Miami, FL 33137, United States",25.8099996,-80.1890981,"2,810",2 years ago,It was okay,4 stars,4,Positive,Positive,neutral,it was okay,it wa okay
18542,McDonald's,Fast food restaurant,"1100 N US Hwy 377, Roanoke, TX 76262, United States",33.0093179,-97.2229254,998,4 years ago,"It is McDonald's

I had #3",5 stars,5,Positive,Positive,neutral,it is mcdonalds i had,it is mcdonald i had
23318,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,566",a month ago,"AWESOME!!!FAST!!!
AND FANTASTIC FOOD!!!",5 stars,5,Positive,Positive,joy,awesomefast and fantastic food,awesomefast and fantast food
2309,McDonald's,Fast food restaurant,"72-69 Kissena Blvd, Queens, NY 11367, United States",40.7274006,-73.8124604,"2,193",4 years ago,"There are people sleeping at the tables
There are people fighting and cursing in the restaurant. It's not a place to enjoy.",2 stars,2,Negative,Negative,disgust,there are people sleeping at the tables there are people fighting and cursing in the restaurant its not a place to enjoy,there are peopl sleep at the tabl there are peopl fight and curs in the restaur it not a place to enjoy
4238,McDonald's,Fast food restaurant,"724 Broadway, New York, NY 10003, United States",40.7291264,-73.9932643,"1,670",10 months ago,Really rude cashiers. Bathroom was broken. Awful hot chocolate.,1 star,1,Negative,Negative,disgust,really rude cashiers bathroom was broken awful hot chocolate,realli rude cashier bathroom wa broken aw hot chocol
11083,McDonald's,Fast food restaurant,"1650 Washington Ave, Miami Beach, FL 33139, United States",25.7902955,-80.1320774,"4,922",4 years ago,Take for ever to bring you food slow services. Im not recommend this restaurant,1 star,1,Negative,Negative,sadness,take for ever to bring you food slow services im not recommend this restaurant,take for ever to bring you food slow servic im not recommend thi restaur
6127,McDonald's,Fast food restaurant,"490 8th Ave, New York, NY 10001, United States",40.7525294,-73.9928762,"3,902",5 months ago,"Dont think i would go here on my own, a lot of vagrants about. Not very clean, food was ok.",2 stars,2,Negative,Positive,disgust,dont think i would go here on my own a lot of vagrants about not very clean food was ok,dont think i would go here on my own a lot of vagrant about not veri clean food wa ok
26085,McDonald's,Fast food restaurant,"3501 Biscayne Blvd, Miami, FL 33137, United States",25.8099996,-80.1890981,"2,808",a year ago,Really Good service. I ordered a breakfast burrito and Mocha Ice coffee,5 stars,5,Positive,Positive,joy,really good service i ordered a breakfast burrito and mocha ice coffee,realli good servic i order a breakfast burrito and mocha ice coffe
12540,McDonald's,Fast food restaurant,"501 W Imperial Hwy, Los Angeles, CA 90044, United States",33.9312613,-118.2829548,"2,722",a year ago,"Grand children and i pulled through drive-thru  and no one opened the pay window drove forward  like any other establishment two the payload window where I was  disrespectfully addressed. B.... made Manager come to the window and say, "" we pay at the first window around here"" and I'm like... if them lazy mofu back there get on their job, I would haven't  missed the opening. I'm business, just 'poor' management on that wing of town. I'm business,  Check your employees before you try and check the customer. And get nothing twisted I handled it better than I ever did in life.",1 star,1,Negative,Negative,anger,grand children and i pulled through drivethru and no one opened the pay window drove forward like any other establishment two the payload window where i was disrespectfully addressed b made manager come to the window and say we pay at the first window around here and im like if them lazy mofu back there get on their job i would havent missed the opening im business just poor management on that wing of town im business check your employees before you try and check the customer and get nothing twisted i handled it better than i ever did in life,grand children and i pull through drivethru and no one open the pay window drove forward like ani other establish two the payload window where i wa disrespect address b made manag come to the window and say we pay at the first window around here and im like if them lazi mofu back there get on their job i would havent miss the open im busi just poor manag on that wing of town im busi check your employe befor you tri and check the custom and get noth twist i handl it better than i ever did in life
13813,McDonald's,Fast food restaurant,"6875 Sand Lake Rd, Orlando, FL 32819, United States",28.4503866,-81.4714142,"19,671",2 months ago,"Everyone should come here once just to check it out.

Ice cream, cake, cheesecake, pizza, pasta. An arcade with prizes. A huge play area.

All of our food didn't come out together...curious how fries and a drink cup come out 15 minutes after pasta and pizza? Lol.

The pasta with Alfredo sauce was bland and not great. The pizza was delicious.

It was pretty chaotic and loud but overall clean. Workers constantly moving.",3 stars,3,Neutral,Negative,disgust,everyone should come here once just to check it out ice cream cake cheesecake pizza pasta an arcade with prizes a huge play area all of our food didnt come out togethercurious how fries and a drink cup come out minutes after pasta and pizza lol the pasta with alfredo sauce was bland and not great the pizza was delicious it was pretty chaotic and loud but overall clean workers constantly moving,everyon should come here onc just to check it out ice cream cake cheesecak pizza pasta an arcad with prize a huge play area all of our food didnt come out togethercuri how fri and a drink cup come out minut after pasta and pizza lol the pasta with alfredo sauc wa bland and not great the pizza wa delici it wa pretti chaotic and loud but overal clean worker constantli move
2930,McDonald's,Fast food restaurant,"72-69 Kissena Blvd, Queens, NY 11367, United States",40.7274006,-73.8124604,"2,193",a year ago,Good ,4 stars,4,Positive,Positive,neutral,good,good
5145,McDonald's,Fast food restaurant,"724 Broadway, New York, NY 10003, United States",40.7291264,-73.9932643,"1,670",10 months ago,Good ,4 stars,4,Positive,Positive,neutral,good,good
14007,McDonald's,Fast food restaurant,"6875 Sand Lake Rd, Orlando, FL 32819, United States",28.4503866,-81.4714142,"19,671",2 months ago,"Absolutely horrible McDonald's, the staff were rude and over worked. They didn't help you in any way at all. I waited 30 minutes for a coffee and when I went to ask for the cup to pour my own I got snapped at.",2 stars,2,Negative,Negative,disgust,absolutely horrible mcdonalds the staff were rude and over worked they didnt help you in any way at all i waited minutes for a coffee and when i went to ask for the cup to pour my own i got snapped at,absolut horribl mcdonald the staff were rude and over work they didnt help you in ani way at all i wait minut for a coffe and when i went to ask for the cup to pour my own i got snap at
1732,McDonald's,Fast food restaurant,"1698 US-209, Brodheadsville, PA 18322, United States",40.9220806,-75.3999187,"1,028",2 years ago,Poor ,2 stars,2,Negative,Negative,sadness,poor,poor
8915,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,"3,243",4 years ago,"Not to sure if my burgers were just removed from the heat chute or what, but my McDouble no pickle tasted like they had pickle and when I took the top off I saw the pickle imprint it makes after you leave it there for a minute and remove them... disappointed ï¿½ï¿½",1 star,1,Negative,Negative,neutral,not to sure if my burgers were just removed from the heat chute or what but my mcdouble no pickle tasted like they had pickle and when i took the top off i saw the pickle imprint it makes after you leave it there for a minute and remove them disappointed,not to sure if my burger were just remov from the heat chute or what but my mcdoubl no pickl tast like they had pickl and when i took the top off i saw the pickl imprint it make after you leav it there for a minut and remov them disappoint
24902,McDonald's,Fast food restaurant,"7010 Bradlick Shopping Center, Annandale, VA 22003, United States",38.8128231,-77.1850548,595,11 months ago,"I was helped by two different people.  Neither one said thank you. Or anything at all. Just shoved receipts and food in my face.

Updating my review.  Weeks later and this is still the case.",2 stars,2,Negative,Negative,surprise,i was helped by two different people neither one said thank you or anything at all just shoved receipts and food in my face updating my review weeks later and this is still the case,i wa help by two differ peopl neither one said thank you or anyth at all just shove receipt and food in my face updat my review week later and thi is still the case
25936,McDonald's,Fast food restaurant,"3501 Biscayne Blvd, Miami, FL 33137, United States",25.8099996,-80.1890981,"2,808",8 months ago,They need to shut down this Mc Donald or sell it to a different management. Worst service ever!,1 star,1,Negative,Negative,disgust,they need to shut down this mc donald or sell it to a different management worst service ever,they need to shut down thi mc donald or sell it to a differ manag worst servic ever
12382,McDonald's,Fast food restaurant,"1044 US-11, Champlain, NY 12919, United States",44.9814099,-73.4598199,"1,306",4 years ago,Its Mickey d's,4 stars,4,Positive,Positive,neutral,its mickey ds,it mickey ds
2088,McDonald's,Fast food restaurant,"72-69 Kissena Blvd, Queens, NY 11367, United States",40.7274006,-73.8124604,"2,193",6 years ago,"Gotta say...this is the best McDonalds around.  Drive thru is quick, and if you ask for ketchup or dipping sauce, they give you more than one.

Open 24 hrs, you can't beat that!",5 stars,5,Positive,Positive,neutral,gotta saythis is the best mcdonalds around drive thru is quick and if you ask for ketchup or dipping sauce they give you more than one open hrs you cant beat that,got ta saythi is the best mcdonald around drive thru is quick and if you ask for ketchup or dip sauc they give you more than one open hr you cant beat that
7506,McDonald's,Fast food restaurant,"550 Lawrence Expy, Sunnyvale, CA 94086, United States",37.3854949,-121.9954211,"1,562",3 years ago,The food is good,5 stars,5,Positive,Positive,joy,the food is good,the food is good
25901,McDonald's,Fast food restaurant,"3501 Biscayne Blvd, Miami, FL 33137, United States",25.8099996,-80.1890981,"2,808",a year ago,Id give it zero starts if I could. The drive through only had two cars ahead of me to order and in total it took an hour. It took ten minutes no exaggeration at the order board for someone to take my order. When i get to the window he didnt know what i had and literally just then put my order in. It was not that busy at all and it had at least 4 people working. At the window he took my card for about two minutes and i froze my bank account just in case,1 star,1,Negative,Negative,neutral,id give it zero starts if i could the drive through only had two cars ahead of me to order and in total it took an hour it took ten minutes no exaggeration at the order board for someone to take my order when i get to the window he didnt know what i had and literally just then put my order in it was not that busy at all and it had at least people working at the window he took my card for about two minutes and i froze my bank account just in case,id give it zero start if i could the drive through onli had two car ahead of me to order and in total it took an hour it took ten minut no exagger at the order board for someon to take my order when i get to the window he didnt know what i had and liter just then put my order in it wa not that busi at all and it had at least peopl work at the window he took my card for about two minut and i froze my bank account just in case
21713,McDonald's,Fast food restaurant,"By Mandalay Bay, 3999 S Las Vegas Blvd, Las Vegas, NV 89119, United States",36.0902437,-115.1758223,"2,365",3 years ago,Their food was cold gross and incorrect,1 star,1,Negative,Negative,disgust,their food was cold gross and incorrect,their food wa cold gross and incorrect
5221,McDonald's,Fast food restaurant,"724 Broadway, New York, NY 10003, United States",40.7291264,-73.9932643,"1,670",a year ago,Excellent ,5 stars,5,Positive,Positive,neutral,excellent,excel
7629,McDonald's,Fast food restaurant,"550 Lawrence Expy, Sunnyvale, CA 94086, United States",37.3854949,-121.9954211,"1,562",2 years ago,Very good attention and excellent service ï¿½ï,5 stars,5,Positive,Positive,joy,very good attention and excellent service,veri good attent and excel servic
15534,McDonald's,Fast food restaurant,"8500 US-290, Austin, TX 78724, United States",30.3291349,-97.6606295,"1,406",6 years ago,"Talk about HORRIBLE SERVICE this is by far the worse place to try to go at any time of the day, you have nothing but RUDE EMPLOYEES. Definitely a lesson learned I have had quite a few BAD EXPERIENCES going to this mcdonals. NEVER AGAIN! I rather drive an extra 10-15 minutes and take my money and my business somewhere else.
(If I could give this review a 0 start I would)
I AM HIGHLY DISSATISFIED WITH THIS PLACE!",1 star,1,Negative,Negative,disgust,talk about horrible service this is by far the worse place to try to go at any time of the day you have nothing but rude employees definitely a lesson learned i have had quite a few bad experiences going to this mcdonals never again i rather drive an extra minutes and take my money and my business somewhere else if i could give this review a start i would i am highly dissatisfied with this place,talk about horribl servic thi is by far the wors place to tri to go at ani time of the day you have noth but rude employe definit a lesson learn i have had quit a few bad experi go to thi mcdonal never again i rather drive an extra minut and take my money and my busi somewher els if i could give thi review a start i would i am highli dissatisfi with thi place
32839,McDonald's,Fast food restaurant,"3501 Biscayne Blvd, Miami, FL 33137, United States",25.8099996,-80.1890981,"2,810",4 years ago,Donï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,1 star,1,Negative,Negative,neutral,don,don
4220,McDonald's,Fast food restaurant,"724 Broadway, New York, NY 10003, United States",40.7291264,-73.9932643,"1,670",3 years ago,They're rather consistent at this McDonald's. The food obviously taste the same everywhere so I don't feel I need to speak on that aspect. The workers listen and it's a quick eat everytime I go on my break so I can't complain,5 stars,5,Positive,Positive,neutral,theyre rather consistent at this mcdonalds the food obviously taste the same everywhere so i dont feel i need to speak on that aspect the workers listen and its a quick eat everytime i go on my break so i cant complain,theyr rather consist at thi mcdonald the food obvious tast the same everywher so i dont feel i need to speak on that aspect the worker listen and it a quick eat everytim i go on my break so i cant complain
26695,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,794",a year ago,"Used the app to order, but took 30 minutes to get it to me at the counter. That's way too long. Tons of people got served before I did and my order was placed well before the other customers showed up. The only thing going for this place is that it's 24Hours drive through. And dont use the app, relaying orders to individual stores may have some bugs.

08/15/21
Update: this place is torn down. The building razed and the lot surrounded by fencing. I guess the bums from the nearby overpass finally took its toll. Too bad cuz the 24 hour drive thru was pretty convenient.",2 stars,2,Negative,Negative,neutral,used the app to order but took minutes to get it to me at the counter thats way too long tons of people got served before i did and my order was placed well before the other customers showed up the only thing going for this place is that its hours drive through and dont use the app relaying orders to individual stores may have some bugs update this place is torn down the building razed and the lot surrounded by fencing i guess the bums from the nearby overpass finally took its toll too bad cuz the hour drive thru was pretty convenient,use the app to order but took minut to get it to me at the counter that way too long ton of peopl got serv befor i did and my order wa place well befor the other custom show up the onli thing go for thi place is that it hour drive through and dont use the app relay order to individu store may have some bug updat thi place is torn down the build raze and the lot surround by fenc i guess the bum from the nearbi overpass final took it toll too bad cuz the hour drive thru wa pretti conveni
